-0.00260,0.03430
-0.00341,0.03469
-0.00377,0.03482
-0.00411,0.03490
-0.00453,0.03496
-0.00528,0.03500
-0.01129,0.03475
-0.01401,0.03468
-0.01441,0.03464
-0.01462,0.03460
-0.01476,0.03455
-0.01485,0.03451
-0.01493,0.03448
-0.01499,0.03444
-0.01503,0.03440
-0.01507,0.03436
-0.01511,0.03432
-0.01514,0.03428
-0.01516,0.03423
-0.01519,0.03418
-0.01521,0.03412
-0.01522,0.03405
-0.01523,0.03397
-0.01523,0.03387
-0.01522,0.03373
-0.01519,0.03353
-0.01510,0.03319
-0.01481,0.03243
-0.01305,0.02866
-0.01240,0.02751
-0.01193,0.02685
-0.01127,0.02609
-0.01059,0.02542
-0.00997,0.02492
-0.00935,0.02450
-0.00871,0.02416
-0.00807,0.02389
-0.00744,0.02369
-0.00680,0.02355
-0.00617,0.02348
-0.00555,0.02346
-0.00494,0.02350
-0.00435,0.02359
-0.00376,0.02374
-0.00319,0.02395
-0.00263,0.02421
-0.00209,0.02453
-0.00111,0.02522
-0.00076,0.02542
-0.00056,0.02552
-0.00042,0.02557
-0.00032,0.02559
-0.00023,0.02561
-0.00016,0.02561
-0.00010,0.02561
-0.00005,0.02560
0.00000,0.02559
0.00005,0.02557
0.00010,0.02555
0.00014,0.02552
0.00018,0.02549
0.00023,0.02545
0.00028,0.02540
0.00033,0.02534
0.00039,0.02525
0.00045,0.02512
0.00053,0.02492
0.00064,0.02455
0.00079,0.02375
0.00085,0.02332
0.00085,0.02321
0.00085,0.02315
0.00084,0.02311
0.00082,0.02307
0.00081,0.02304
0.00079,0.02301
0.00077,0.02298
0.00075,0.02295
0.00072,0.02292
0.00068,0.02289
0.00062,0.02285
0.00054,0.02281
0.00042,0.02277
0.00019,0.02270
-0.00070,0.02257
-0.00157,0.02241
-0.00224,0.02222
-0.00290,0.02195
-0.00358,0.02160
-0.00429,0.02116
-0.00504,0.02058
-0.00584,0.01983
-0.00672,0.01885
-0.00769,0.01754
-0.00879,0.01575
-0.01004,0.01322
-0.01149,0.00954
-0.01266,0.00631
-0.01349,0.00460
-0.01505,0.00202
-0.01927,-0.00416
-0.02083,-0.00682
-0.02176,-0.00879
-0.02237,-0.01046
-0.02278,-0.01201
-0.02304,-0.01356
-0.02317,-0.01525
-0.02315,-0.01707
-0.02299,-0.01870
-0.02267,-0.02030
-0.02222,-0.02187
-0.02162,-0.02340
-0.02088,-0.02488
-0.01999,-0.02631
-0.01897,-0.02767
-0.01781,-0.02895
-0.01653,-0.03014
-0.01511,-0.03122
-0.01359,-0.03219
-0.01195,-0.03304
-0.01021,-0.03374
-0.00846,-0.03428
-0.00747,-0.03448
-0.00439,-0.03480
0.00239,-0.03500
0.00669,-0.03483
0.00801,-0.03466
0.00902,-0.03441
0.01060,-0.03389
0.01221,-0.03318
0.01381,-0.03231
0.01536,-0.03126
0.01682,-0.03008
0.01816,-0.02878
0.01933,-0.02742
0.02032,-0.02602
0.02114,-0.02463
0.02178,-0.02327
0.02226,-0.02195
0.02277,-0.02000
0.02306,-0.01830
0.02317,-0.01680
0.02315,-0.01531
0.02298,-0.01371
0.02260,-0.01177
0.02181,-0.00908
0.01996,-0.00436
0.01721,0.00200
0.01520,0.00772
0.01368,0.01217
0.01251,0.01483
0.01155,0.01657
0.01074,0.01776
0.01004,0.01861
0.00943,0.01923
0.00888,0.01969
0.00838,0.02004
0.00791,0.02030
0.00745,0.02050
0.00701,0.02065
0.00634,0.02079
0.00587,0.02090
0.00564,0.02099
0.00549,0.02105
0.00538,0.02112
0.00530,0.02118
0.00523,0.02124
0.00517,0.02130
0.00512,0.02136
0.00508,0.02143
0.00504,0.02152
0.00498,0.02167
0.00487,0.02226
0.00393,0.02751
0.00380,0.02806
0.00365,0.02849
0.00347,0.02888
0.00328,0.02921
0.00309,0.02949
0.00290,0.02971
0.00272,0.02989
0.00254,0.03002
0.00238,0.03013
0.00223,0.03021
0.00208,0.03027
0.00193,0.03032
0.00161,0.03036
0.00146,0.03039
0.00136,0.03042
0.00126,0.03047
0.00115,0.03054
0.00100,0.03064
0.00081,0.03080
0.00056,0.03107
0.00018,0.03156
-0.00047,0.03249
-0.00094,0.03302
-0.00145,0.03350
-0.00197,0.03390
-0.00260,0.03430
